CATEGORY,MEASURE,SHORT_NAME,START_YEAR,END_YEAR,DC_block group,DC_county,DC_tract,MD_block group,MD_county,MD_tract,VA_ahec region,VA_block group,VA_civic association,VA_county,VA_health district,VA_planning district,VA_supervisor district,VA_tract,VA_zip code
business_climate,rac_age_55_and_over_male_perc,Home - Male workforce over 55,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_age_55_and_over_female_perc,Home - Female workforce over 55,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_earnings_1250_and_under_male_perc,"Home - Male workforce earning under $1,250 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_earnings_1250_and_under_female_perc,"Home - Female workforce earning under $1,250 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_earnings_1251_to_3333_male_perc,"Home - Male workforce earning $1,250 to $3,333 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_earnings_1251_to_3333_female_perc,"Home - Female workforce earning $1,250 to $3,333 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_earnings_3334_and_over_male_perc,"Home - Male workforce earning over $3,334 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_earnings_3334_and_over_female_perc,"Home - Female workforce earning over $3,334 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_industry_goods_male_perc,Home - Male workforce in Goods Producing industry sectors,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_industry_goods_female_perc,Home - Female workforce in Goods Producing industry sectors,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_industry_trade_transporation_utilities_male_perc,"Home - Male workforce in Trade, Transportation, and Utility industry sectors",2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_industry_trade_transporation_utilities_female_perc,"Home - Female workforce in Trade, Transportation, and Utility industry sectors",2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_industry_other_services_male_perc,Home - Male workforce in other Service industry sectors,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_industry_other_services_female_perc,Home - Female workforce in other Service industry sectors,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_overall_male_count,Workplace - Male workforce,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_overall_female_count,Workplace - Female workforce,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_age_29_and_under_male_count,Workplace - Male workforce under 29,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_age_29_and_under_female_count,Workplace - Female workforce under 29,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_age_30_to_54_male_count,Workplace - Male workforce 30 to 54,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_age_30_to_54_female_count,Workplace - Female workforce 30 to 54,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_age_55_and_over_male_count,Workplace - Male workforce over 55,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_age_55_and_over_female_count,Workplace - Female workforce over 55,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_earnings_1250_and_under_male_count,"Workplace - Male workforce earning under $1,250 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_earnings_1250_and_under_female_count,"Workplace - Female workforce earning under $1,250 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_earnings_1251_to_3333_male_count,"Workplace - Male workforce earning $1,251 to $3,333 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_earnings_1251_to_3333_female_count,"Workplace - Female workforce earning $1,251 to $3,333",2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_earnings_3334_and_over_male_count,"Workplace - Male workforce earning over $3,334 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_earnings_3334_and_over_female_count,"Female workforce earning over $3,334 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_industry_goods_male_count,Male workforce in Goods Producing industry sectors,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_industry_goods_female_count,Workplace - Female workforce in Goods Producing industry sectors,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_industry_trade_transporation_utilities_male_count,"Workplace - Male workforce in Trade, Transportation, and Utilities industry sectors",2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_industry_trade_transporation_utilities_female_count,"Workplace - Female workforce in Trade, Transportation, and Utilities industry sectors",2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_industry_other_services_male_count,Workplace - Male workforce in other Service industry sectors,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_industry_other_services_female_count,Workplace - Female workforce in other Service industry sectors,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_age_29_and_under_male_perc,Workplace - Male workforce under 29,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_age_29_and_under_female_perc,Workplace - Female workforce under 29,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_age_30_to_54_male_perc,Workplace - Male workforce 30 to 54,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_age_30_to_54_female_perc,Workplace - Female workforce 30 to 54,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_age_55_and_over_male_perc,Workplace - Male workforce over 55,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_age_55_and_over_female_perc,Workplace - Female workforce over 55,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_earnings_1250_and_under_male_perc,"Workplace - Male workforce earning under $1,250 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_earnings_1250_and_under_female_perc,"Workplace - Female workforce earning under $1,250 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_earnings_1251_to_3333_male_perc,"Workplace - Male workforce earning $1,250 to $3,333 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_earnings_1251_to_3333_female_perc,"Workplace - Female workforce earning $1,250 to $3,333 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_earnings_3334_and_over_male_perc,"Workplace - Male workforce earning over $3,334 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_earnings_3334_and_over_female_perc,"Workplace - Female workforce earning over $3,334 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_industry_goods_male_perc,Workplace - Male workforce in Goods Producing industry sectors,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_industry_goods_female_perc,Workplace - Female workforce in Goods Producing industry sectors,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_industry_trade_transporation_utilities_male_perc,"Workplace - Male workforce in Trade, Transportation, and Utility industry sectors",2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_industry_trade_transporation_utilities_female_perc,"Workplace - Female workforce in Trade, Transportation, and Utility industry sectors",2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_industry_other_services_male_perc,Workplace - Male workforce in other Service industry sectors,2010,2019,,,,,,,,X,,,,,,,
business_climate,wac_industry_other_services_female_perc,Workplace - Female workforce in other Service industry sectors,2010,2019,,,,,,,,X,,,,,,,
business_climate,NAICS23_Location_quotient,Location  Quotient in Construction,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_Location_quotient,Location  Quotient in Manufacturing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_Location_quotient,Location  Quotient in Wholesale Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_Location_quotient,Location  Quotient in Retail Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_Location_quotient,Location  Quotient in Transportation and Warehousing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_Location_quotient,Location  Quotient in Information,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_Location_quotient,Location  Quotient in Finance and Insurance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_Location_quotient,Location  Quotient in Real Estate and Rental and Leasing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_Location_quotient,"Location  Quotient in Professional, Scientific, and Technical Services",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_Location_quotient,Location  Quotient in Management of Companies and Enterprises,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_Location_quotient,Location  Quotient in Administrative and Support and Waste Management and Remediation Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_Location_quotient,Location  Quotient in Educational Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_Location_quotient,Location  Quotient in Health Care and Social Assistance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_Location_quotient,"Location  Quotient in Arts, Entertainment, and Recreation",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_Location_quotient,Location  Quotient in Accommodation and Food Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_Location_quotient,Location  Quotient in Other Services (except Public Administration),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_Location_quotient,Location  Quotient in Nonclassifiable Establishments,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_Location_quotient,"Location  Quotient in Agriculture, Forestry, Fishing and Hunting",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_Location_quotient,"Location  Quotient in Mining, Quarrying, and Oil and Gas Extraction",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_Location_quotient,Location  Quotient in Utilities,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS92_Location_quotient,Location  Quotient in Public Administration,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_Location_quotient,Location  Quotient in Nonclassifiable Establishments,2015,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS23_business_create_job,Businesses Creating Jobs in Construction,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS23_job_creation_new,Jobs Created by New Businesses in Construction,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS23_job_creation_active,Jobs Created by Active Businesses in Construction,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS23_total_job_creation,Total Jobs Created in Construction,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_business_create_job,Businesses Creating Jobs in Wholesale Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_job_creation_new,Jobs Created by New Businesses in Wholesale Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_job_creation_active,Jobs Created by Active Businesses in Wholesale Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_total_job_creation,Total Jobs Created in Wholesale Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_business_create_job,"Businesses Creating Jobs in Professional, Scientific, and Technical Services",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_job_creation_new,"Jobs Created by New Businesses in Professional, Scientific, and Technical Services",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_job_creation_active,"Jobs Created by Active Businesses in Professional, Scientific, and Technical Services",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_total_job_creation,"Total Jobs Created in Professional, Scientific, and Technical Services",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS23_perc_job_creation_new,New Businesses Job Creation Rate in Construction,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS23_perc_job_creation_active,Active Businesses Job Creation Rate in Construction,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_business_create_job,Businesses Creating Jobs in Manufacturing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_job_creation_new,Jobs Created by New Businesses in Manufacturing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_job_creation_active,Jobs Created by Active Businesses in Manufacturing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_total_job_creation,Total Jobs Created in Manufacturing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_perc_job_creation_new,New Businesses Job Creation Rate in Manufacturing,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_perc_job_creation_active,Active Businesses Job Creation Rate in Manufacturing,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_perc_job_creation_new,New Businesses Job Creation Rate in Wholesale Trade,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_perc_job_creation_active,Active Businesses Job Creation Rate in Wholesale Trade,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_business_create_job,Businesses Creating Jobs in Retail Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_job_creation_new,Jobs Created by New Businesses in Retail Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_job_creation_active,Jobs Created by Active Businesses in Retail Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_total_job_creation,Total Jobs Created in Retail Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_perc_job_creation_new,New Businesses Job Creation Rate in Retail Trade,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_perc_job_creation_active,Active Businesses Job Creation Rate in Retail Trade,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_business_create_job,Businesses Creating Jobs in Transportation and Warehousing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_job_creation_new,Jobs Created by New Businesses in Transportation and Warehousing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_job_creation_active,Jobs Created by Active Businesses in Transportation and Warehousing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_total_job_creation,Total Jobs Created in Transportation and Warehousing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_perc_job_creation_new,New Businesses Job Creation Rate in Transportation and Warehousing,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_perc_job_creation_active,Active Businesses Job Creation Rate in Transportation and Warehousing,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_business_create_job,Businesses Creating Jobs in Information,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_job_creation_new,Jobs Created by New Businesses in Information,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_job_creation_active,Jobs Created by Active Businesses in Information,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_total_job_creation,Total Jobs Created in Information,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_perc_job_creation_new,New Businesses Job Creation Rate in Information,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_perc_job_creation_active,Active Businesses Job Creation Rate in Information,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_business_create_job,Businesses Creating Jobs in Finance and Insurance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_job_creation_new,Jobs Created by New Businesses in Finance and Insurance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_job_creation_active,Jobs Created by Active Businesses in Finance and Insurance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_total_job_creation,Total Jobs Created in Finance and Insurance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_perc_job_creation_new,New Businesses Job Creation Rate in Finance and Insurance,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_perc_job_creation_active,Active Businesses Job Creation Rate in Finance and Insurance,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_business_create_job,Businesses Creating Jobs in Real Estate and Rental and Leasing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_job_creation_new,Jobs Created by New Businesses in Real Estate and Rental and Leasing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_job_creation_active,Jobs Created by Active Businesses in Real Estate and Rental and Leasing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_total_job_creation,Total Jobs Created in Real Estate and Rental and Leasing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_perc_job_creation_new,New Businesses Job Creation Rate in Real Estate and Rental and Leasing,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_perc_job_creation_active,Active Businesses Job Creation Rate in Real Estate and Rental and Leasing,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_perc_job_creation_new,"New Businesses Job Creation Rate in Professional, Scientific, and Technical Services",2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_perc_job_creation_active,"Active Businesses Job Creation Rate in Professional, Scientific, and Technical Services",2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_business_create_job,Businesses Creating Jobs in Management of Companies and Enterprises,2011,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS55_job_creation_new,Jobs Created by New Businesses in Management of Companies and Enterprises,2011,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS55_job_creation_active,Jobs Created by Active Businesses in Management of Companies and Enterprises,2011,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS55_total_job_creation,Total Jobs Created in Management of Companies and Enterprises,2011,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS55_perc_job_creation_new,New Businesses Job Creation Rate in Management of Companies and Enterprises,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_perc_job_creation_active,Active Businesses Job Creation Rate in Management of Companies and Enterprises,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_business_create_job,Businesses Creating Jobs in Administrative and Support and Waste Management and Remediation Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_job_creation_new,Jobs Created by New Businesses in Administrative and Support and Waste Management and Remediation Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_job_creation_active,Jobs Created by Active Businesses in Administrative and Support and Waste Management and Remediation Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_total_job_creation,Total Jobs Created in Administrative and Support and Waste Management and Remediation Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_perc_job_creation_new,New Businesses Job Creation Rate in Administrative and Support and Waste Management and Remediation Services,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_perc_job_creation_active,Active Businesses Job Creation Rate in Administrative and Support and Waste Management and Remediation Services,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_business_create_job,Businesses Creating Jobs in Educational Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_job_creation_new,Jobs Created by New Businesses in Educational Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_job_creation_active,Jobs Created by Active Businesses in Educational Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_total_job_creation,Total Jobs Created in Educational Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_perc_job_creation_new,New Businesses Job Creation Rate in Educational Services,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_perc_job_creation_active,Active Businesses Job Creation Rate in Educational Services,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_business_create_job,Businesses Creating Jobs in Health Care and Social Assistance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_job_creation_new,Jobs Created by New Businesses in Health Care and Social Assistance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_job_creation_active,Jobs Created by Active Businesses in Health Care and Social Assistance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_total_job_creation,Total Jobs Created in Health Care and Social Assistance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_perc_job_creation_new,New Businesses Job Creation Rate in Health Care and Social Assistance,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_perc_job_creation_active,Active Businesses Job Creation Rate in Health Care and Social Assistance,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_business_create_job,"Businesses Creating Jobs in Arts, Entertainment, and Recreation",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_job_creation_new,"Jobs Created by New Businesses in Arts, Entertainment, and Recreation",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_job_creation_active,"Jobs Created by Active Businesses in Arts, Entertainment, and Recreation",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_total_job_creation,"Total Jobs Created in Arts, Entertainment, and Recreation",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_perc_job_creation_new,"New Businesses Job Creation Rate in Arts, Entertainment, and Recreation",2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_perc_job_creation_active,"Active Businesses Job Creation Rate in Arts, Entertainment, and Recreation",2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_business_create_job,Businesses Creating Jobs in Accommodation and Food Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_job_creation_new,Jobs Created by New Businesses in Accommodation and Food Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_job_creation_active,Jobs Created by Active Businesses in Accommodation and Food Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_total_job_creation,Total Jobs Created in Accommodation and Food Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_perc_job_creation_new,New Businesses Job Creation Rate in Accommodation and Food Services,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_perc_job_creation_active,Active Businesses Job Creation Rate in Accommodation and Food Services,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_business_create_job,Businesses Creating Jobs in Other Services (except Public Administration),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_job_creation_new,Jobs Created by New Businesses in Other Services (except Public Administration),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_job_creation_active,Jobs Created by Active Businesses in Other Services (except Public Administration),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_total_job_creation,Total Jobs Created in Other Services (except Public Administration),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_perc_job_creation_new,New Businesses Job Creation Rate in Other Services (except Public Administration),2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_perc_job_creation_active,Active Businesses Job Creation Rate in Other Services (except Public Administration),2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_business_create_job,Businesses Creating Jobs in Nonclassifiable Establishments,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_job_creation_new,Jobs Created by New Businesses in Nonclassifiable Establishments,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_job_creation_active,Jobs Created by Active Businesses in Nonclassifiable Establishments,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_total_job_creation,Total Jobs Created in Nonclassifiable Establishments,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_perc_job_creation_new,New Businesses Job Creation Rate in Nonclassifiable Establishments,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_perc_job_creation_active,Active Businesses Job Creation Rate in Nonclassifiable Establishments,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_business_create_job,"Businesses Creating Jobs in Agriculture, Forestry, Fishing and Hunting",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_job_creation_new,"Jobs Created by New Businesses in Agriculture, Forestry, Fishing and Hunting",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_job_creation_active,"Jobs Created by Active Businesses in Agriculture, Forestry, Fishing and Hunting",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_total_job_creation,"Total Jobs Created in Agriculture, Forestry, Fishing and Hunting",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_perc_job_creation_new,"New Businesses Job Creation Rate in Agriculture, Forestry, Fishing and Hunting",2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_perc_job_creation_active,"Active Businesses Job Creation Rate in Agriculture, Forestry, Fishing and Hunting",2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_business_create_job,"Businesses Creating Jobs in Mining, Quarrying, and Oil and Gas Extraction",2011,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_job_creation_new,"Jobs Created by New Businesses in Mining, Quarrying, and Oil and Gas Extraction",2011,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_job_creation_active,"Jobs Created by Active Businesses in Mining, Quarrying, and Oil and Gas Extraction",2011,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_total_job_creation,"Total Jobs Created in Mining, Quarrying, and Oil and Gas Extraction",2011,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS92_business_create_job,Businesses Creating Jobs in Public Administration,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS92_job_creation_new,Jobs Created by New Businesses in Public Administration,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS92_job_creation_active,Jobs Created by Active Businesses in Public Administration,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS92_total_job_creation,Total Jobs Created in Public Administration,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS92_perc_job_creation_new,New Businesses Job Creation Rate in Public Administration,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS92_perc_job_creation_active,Active Businesses Job Creation Rate in Public Administration,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_perc_job_creation_new,"New Businesses Job Creation Rate in Mining, Quarrying, and Oil and Gas Extraction",2011,2020,,,,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_perc_job_creation_active,"Active Businesses Job Creation Rate in Mining, Quarrying, and Oil and Gas Extraction",2011,2020,,,,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_business_create_job,Businesses Creating Jobs in Utilities,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_job_creation_new,Jobs Created by New Businesses in Utilities,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_job_creation_active,Jobs Created by Active Businesses in Utilities,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
