"geoid","measure","value","region_type","year","measure_type"
"51059432100","At-Risk Medium SNAP proportion",0.0534485416498694,"tract",2022,"proportion"
"51059432100","Food Insecure SNAP proportion",0.141509622389372,"tract",2022,"proportion"
"51059432100","Food Secure SNAP proportion",0.681816995332648,"tract",2022,"proportion"
"51059432201","At-Risk High SNAP households",55,"tract",2022,"count"
"51059432201","At-Risk Low SNAP households",112,"tract",2022,"count"
"51059432201","At-Risk Medium SNAP households",57,"tract",2022,"count"
"51059432201","Food Insecure SNAP households",230,"tract",2022,"count"
"51059432201","Food Secure SNAP households",571,"tract",2022,"count"
"51059432201","At-Risk High SNAP proportion",0.0536149993516207,"tract",2022,"proportion"
"51059432201","At-Risk Low SNAP proportion",0.108791439832502,"tract",2022,"proportion"
"51059432201","At-Risk Medium SNAP proportion",0.0560766737934887,"tract",2022,"proportion"
"51059432201","Food Insecure SNAP proportion",0.224294297422295,"tract",2022,"proportion"
"51059432201","Food Secure SNAP proportion",0.557222589600093,"tract",2022,"proportion"
"51059432202","At-Risk High SNAP households",51,"tract",2022,"count"
"51059432202","At-Risk Low SNAP households",134,"tract",2022,"count"
"51059432202","At-Risk Medium SNAP households",52,"tract",2022,"count"
"51059432202","Food Insecure SNAP households",133,"tract",2022,"count"
"51059432202","Food Secure SNAP households",1143,"tract",2022,"count"
"51059432202","At-Risk High SNAP proportion",0.0337284099772012,"tract",2022,"proportion"
"51059432202","At-Risk Low SNAP proportion",0.0888070260208094,"tract",2022,"proportion"
"51059432202","At-Risk Medium SNAP proportion",0.0341621526630702,"tract",2022,"proportion"
"51059432202","Food Insecure SNAP proportion",0.0879874704275113,"tract",2022,"proportion"
"51059432202","Food Secure SNAP proportion",0.755314940911408,"tract",2022,"proportion"
"51059432300","At-Risk High SNAP households",34,"tract",2022,"count"
"51059432300","At-Risk Low SNAP households",124,"tract",2022,"count"
"51059432300","At-Risk Medium SNAP households",67,"tract",2022,"count"
"51059432300","Food Insecure SNAP households",152,"tract",2022,"count"
"51059432300","Food Secure SNAP households",1347,"tract",2022,"count"
"51059432300","At-Risk High SNAP proportion",0.0197916918839296,"tract",2022,"proportion"
"51059432300","At-Risk Low SNAP proportion",0.0720611841613458,"tract",2022,"proportion"
"51059432300","At-Risk Medium SNAP proportion",0.0390593851850025,"tract",2022,"proportion"
"51059432300","Food Insecure SNAP proportion",0.0881831921554879,"tract",2022,"proportion"
"51059432300","Food Secure SNAP proportion",0.780904546614234,"tract",2022,"proportion"
"51059432401","At-Risk High SNAP households",16,"tract",2022,"count"
"51059432401","At-Risk Low SNAP households",41,"tract",2022,"count"
"51059432401","At-Risk Medium SNAP households",33,"tract",2022,"count"
"51059432401","Food Insecure SNAP households",91,"tract",2022,"count"
"51059432401","Food Secure SNAP households",832,"tract",2022,"count"
"51059432401","At-Risk High SNAP proportion",0.0156090120318829,"tract",2022,"proportion"
"51059432401","At-Risk Low SNAP proportion",0.0407099556638468,"tract",2022,"proportion"
"51059432401","At-Risk Medium SNAP proportion",0.0324063999611068,"tract",2022,"proportion"
"51059432401","Food Insecure SNAP proportion",0.0898077155005115,"tract",2022,"proportion"
"51059432401","Food Secure SNAP proportion",0.821466916842652,"tract",2022,"proportion"
"51059432402","At-Risk High SNAP households",31,"tract",2022,"count"
"51059432402","At-Risk Low SNAP households",92,"tract",2022,"count"
"51059432402","At-Risk Medium SNAP households",77,"tract",2022,"count"
"51059432402","Food Insecure SNAP households",96,"tract",2022,"count"
"51059432402","Food Secure SNAP households",1480,"tract",2022,"count"
"51059432402","At-Risk High SNAP proportion",0.0176371154148314,"tract",2022,"proportion"
"51059432402","At-Risk Low SNAP proportion",0.0519227640739098,"tract",2022,"proportion"
"51059432402","At-Risk Medium SNAP proportion",0.0432561894523052,"tract",2022,"proportion"
"51059432402","Food Insecure SNAP proportion",0.0541505524309168,"tract",2022,"proportion"
"51059432402","Food Secure SNAP proportion",0.833033378628037,"tract",2022,"proportion"
"51059432500","At-Risk High SNAP households",36,"tract",2022,"count"
"51059432500","At-Risk Low SNAP households",119,"tract",2022,"count"
"51059432500","At-Risk Medium SNAP households",108,"tract",2022,"count"
"51059432500","Food Insecure SNAP households",112,"tract",2022,"count"
"51059432500","Food Secure SNAP households",1495,"tract",2022,"count"
"51059432500","At-Risk High SNAP proportion",0.0194138877335372,"tract",2022,"proportion"
"51059432500","At-Risk Low SNAP proportion",0.0637343425832261,"tract",2022,"proportion"
"51059432500","At-Risk Medium SNAP proportion",0.0576404429941303,"tract",2022,"proportion"
"51059432500","Food Insecure SNAP proportion",0.0599480818509588,"tract",2022,"proportion"
"51059432500","Food Secure SNAP proportion",0.799263244838147,"tract",2022,"proportion"
"51059432600","At-Risk High SNAP households",30,"tract",2022,"count"
"51059432600","At-Risk Low SNAP households",107,"tract",2022,"count"
"51059432600","At-Risk Medium SNAP households",82,"tract",2022,"count"
"51059432600","Food Insecure SNAP households",84,"tract",2022,"count"
"51059432600","Food Secure SNAP households",1275,"tract",2022,"count"
"51059432600","At-Risk High SNAP proportion",0.0190903905814125,"tract",2022,"proportion"
"51059432600","At-Risk Low SNAP proportion",0.0677535765094409,"tract",2022,"proportion"
"51059432600","At-Risk Medium SNAP proportion",0.051881107675297,"tract",2022,"proportion"
"51059432600","Food Insecure SNAP proportion",0.0530235975013122,"tract",2022,"proportion"
"51059432600","Food Secure SNAP proportion",0.808251327732537,"tract",2022,"proportion"
"51059432701","At-Risk High SNAP households",17,"tract",2022,"count"
"51059432701","At-Risk Low SNAP households",63,"tract",2022,"count"
"51059432701","At-Risk Medium SNAP households",51,"tract",2022,"count"
"51059432701","Food Insecure SNAP households",112,"tract",2022,"count"
"51059432701","Food Secure SNAP households",839,"tract",2022,"count"
"51059432701","At-Risk High SNAP proportion",0.0161061210322853,"tract",2022,"proportion"
"51059432701","At-Risk Low SNAP proportion",0.0583198622031962,"tract",2022,"proportion"
"51059432701","At-Risk Medium SNAP proportion",0.0468740364406156,"tract",2022,"proportion"
"51059432701","Food Insecure SNAP proportion",0.103395038631558,"tract",2022,"proportion"
"51059432701","Food Secure SNAP proportion",0.775304941692345,"tract",2022,"proportion"
"51059432702","At-Risk High SNAP households",73,"tract",2022,"count"
"51059432702","At-Risk Low SNAP households",180,"tract",2022,"count"
"51059432702","At-Risk Medium SNAP households",62,"tract",2022,"count"
"51059432702","Food Insecure SNAP households",223,"tract",2022,"count"
"51059432702","Food Secure SNAP households",1055,"tract",2022,"count"
"51059432702","At-Risk High SNAP proportion",0.0458200811569996,"tract",2022,"proportion"
"51059432702","At-Risk Low SNAP proportion",0.113190318586786,"tract",2022,"proportion"
"51059432702","At-Risk Medium SNAP proportion",0.0391280022502375,"tract",2022,"proportion"
"51059432702","Food Insecure SNAP proportion",0.140107470873972,"tract",2022,"proportion"
"51059432702","Food Secure SNAP proportion",0.661754127132005,"tract",2022,"proportion"
"51059432800","At-Risk High SNAP households",35,"tract",2022,"count"
"51059432800","At-Risk Low SNAP households",48,"tract",2022,"count"
"51059432800","At-Risk Medium SNAP households",40,"tract",2022,"count"
"51059432800","Food Insecure SNAP households",117,"tract",2022,"count"
"51059432800","Food Secure SNAP households",506,"tract",2022,"count"
"51059432800","At-Risk High SNAP proportion",0.0472053875842707,"tract",2022,"proportion"
"51059432800","At-Risk Low SNAP proportion",0.0644027167300113,"tract",2022,"proportion"
"51059432800","At-Risk Medium SNAP proportion",0.0534658058389476,"tract",2022,"proportion"
"51059432800","Food Insecure SNAP proportion",0.156635144454212,"tract",2022,"proportion"
"51059432800","Food Secure SNAP proportion",0.678290945392558,"tract",2022,"proportion"
"51059440100","At-Risk High SNAP households",104,"tract",2022,"count"
"51059440100","At-Risk Low SNAP households",158,"tract",2022,"count"
"51059440100","At-Risk Medium SNAP households",61,"tract",2022,"count"
"51059440100","Food Insecure SNAP households",298,"tract",2022,"count"
"51059440100","Food Secure SNAP households",2033,"tract",2022,"count"
"51059440100","At-Risk High SNAP proportion",0.0390455598185314,"tract",2022,"proportion"
"51059440100","At-Risk Low SNAP proportion",0.0597037524895063,"tract",2022,"proportion"
"51059440100","At-Risk Medium SNAP proportion",0.0228161425398559,"tract",2022,"proportion"
"51059440100","Food Insecure SNAP proportion",0.112250282568398,"tract",2022,"proportion"
"51059440100","Food Secure SNAP proportion",0.766184262583708,"tract",2022,"proportion"
"51059440201","At-Risk High SNAP households",14,"tract",2022,"count"
"51059440201","At-Risk Low SNAP households",211,"tract",2022,"count"
"51059440201","At-Risk Medium SNAP households",51,"tract",2022,"count"
"51059440201","Food Insecure SNAP households",239,"tract",2022,"count"
"51059440201","Food Secure SNAP households",1514,"tract",2022,"count"
"51059440201","At-Risk High SNAP proportion",0.00670797314930381,"tract",2022,"proportion"
"51059440201","At-Risk Low SNAP proportion",0.103930618890606,"tract",2022,"proportion"
"51059440201","At-Risk Medium SNAP proportion",0.025026929586303,"tract",2022,"proportion"
"51059440201","Food Insecure SNAP proportion",0.117620090629797,"tract",2022,"proportion"
"51059440201","Food Secure SNAP proportion",0.74671438774399,"tract",2022,"proportion"
"51059440202","At-Risk High SNAP households",45,"tract",2022,"count"
"51059440202","At-Risk Low SNAP households",243,"tract",2022,"count"
"51059440202","At-Risk Medium SNAP households",119,"tract",2022,"count"
"51059440202","Food Insecure SNAP households",643,"tract",2022,"count"
"51059440202","Food Secure SNAP households",1183,"tract",2022,"count"
"51059440202","At-Risk High SNAP proportion",0.0201609027278639,"tract",2022,"proportion"
"51059440202","At-Risk Low SNAP proportion",0.108681051062771,"tract",2022,"proportion"
"51059440202","At-Risk Medium SNAP proportion",0.0533777613675119,"tract",2022,"proportion"
"51059440202","Food Insecure SNAP proportion",0.2881358624325,"tract",2022,"proportion"
"51059440202","Food Secure SNAP proportion",0.529644422409354,"tract",2022,"proportion"
"51059440300","At-Risk High SNAP households",4,"tract",2022,"count"
"51059440300","At-Risk Low SNAP households",37,"tract",2022,"count"
"51059440300","At-Risk Medium SNAP households",13,"tract",2022,"count"
"51059440300","Food Insecure SNAP households",43,"tract",2022,"count"
"51059440300","Food Secure SNAP households",813,"tract",2022,"count"
"51059440300","At-Risk High SNAP proportion",0.00478345567404898,"tract",2022,"proportion"
"51059440300","At-Risk Low SNAP proportion",0.0404968563117317,"tract",2022,"proportion"
"51059440300","At-Risk Medium SNAP proportion",0.0141477305911001,"tract",2022,"proportion"
"51059440300","Food Insecure SNAP proportion",0.0470302571162144,"tract",2022,"proportion"
"51059440300","Food Secure SNAP proportion",0.893541700306905,"tract",2022,"proportion"
"51059440501","At-Risk High SNAP households",20,"tract",2022,"count"
"51059440501","At-Risk Low SNAP households",90,"tract",2022,"count"
"51059440501","At-Risk Medium SNAP households",93,"tract",2022,"count"
"51059440501","Food Insecure SNAP households",110,"tract",2022,"count"
"51059440501","Food Secure SNAP households",1255,"tract",2022,"count"
"51059440501","At-Risk High SNAP proportion",0.012681237600966,"tract",2022,"proportion"
"51059440501","At-Risk Low SNAP proportion",0.0571117539051055,"tract",2022,"proportion"
"51059440501","At-Risk Medium SNAP proportion",0.059520076253777,"tract",2022,"proportion"
"51059440501","Food Insecure SNAP proportion",0.0702232183843427,"tract",2022,"proportion"
"51059440501","Food Secure SNAP proportion",0.800463713855809,"tract",2022,"proportion"
"51059440503","At-Risk High SNAP households",32,"tract",2022,"count"
"51059440503","At-Risk Low SNAP households",29,"tract",2022,"count"
"51059440503","At-Risk Medium SNAP households",12,"tract",2022,"count"
"51059440503","Food Insecure SNAP households",69,"tract",2022,"count"
"51059440503","Food Secure SNAP households",183,"tract",2022,"count"
"51059440503","At-Risk High SNAP proportion",0.0981526297681014,"tract",2022,"proportion"
"51059440503","At-Risk Low SNAP proportion",0.0900326350803447,"tract",2022,"proportion"
"51059440503","At-Risk Medium SNAP proportion",0.0367870460650256,"tract",2022,"proportion"
"51059440503","Food Insecure SNAP proportion",0.211514557429805,"tract",2022,"proportion"
"51059440503","Food Secure SNAP proportion",0.563513131656723,"tract",2022,"proportion"
"51059440504","At-Risk High SNAP households",0,"tract",2022,"count"
"51059440504","At-Risk Low SNAP households",0,"tract",2022,"count"
"51059440504","At-Risk Medium SNAP households",0,"tract",2022,"count"
"51059440504","Food Insecure SNAP households",0,"tract",2022,"count"
"51059440504","Food Secure SNAP households",0,"tract",2022,"count"
"51059440504","At-Risk High SNAP proportion",NA,"tract",2022,"proportion"
"51059440504","At-Risk Low SNAP proportion",NA,"tract",2022,"proportion"
"51059440504","At-Risk Medium SNAP proportion",NA,"tract",2022,"proportion"
"51059440504","Food Insecure SNAP proportion",NA,"tract",2022,"proportion"
"51059440504","Food Secure SNAP proportion",NA,"tract",2022,"proportion"
"51059440505","At-Risk High SNAP households",14,"tract",2022,"count"
"51059440505","At-Risk Low SNAP households",41,"tract",2022,"count"
"51059440505","At-Risk Medium SNAP households",7,"tract",2022,"count"
"51059440505","Food Insecure SNAP households",22,"tract",2022,"count"
"51059440505","Food Secure SNAP households",338,"tract",2022,"count"
"51059440505","At-Risk High SNAP proportion",0.0330233563786872,"tract",2022,"proportion"
"51059440505","At-Risk Low SNAP proportion",0.0976404449723994,"tract",2022,"proportion"
"51059440505","At-Risk Medium SNAP proportion",0.0173124950973673,"tract",2022,"proportion"
"51059440505","Food Insecure SNAP proportion",0.0525337397502099,"tract",2022,"proportion"
"51059440505","Food Secure SNAP proportion",0.799489963801336,"tract",2022,"proportion"
"51059440600","At-Risk High SNAP households",37,"tract",2022,"count"
"51059440600","At-Risk Low SNAP households",153,"tract",2022,"count"
"51059440600","At-Risk Medium SNAP households",59,"tract",2022,"count"
"51059440600","Food Insecure SNAP households",174,"tract",2022,"count"
"51059440600","Food Secure SNAP households",609,"tract",2022,"count"
"51059440600","At-Risk High SNAP proportion",0.0361217251856715,"tract",2022,"proportion"
"51059440600","At-Risk Low SNAP proportion",0.148417383746262,"tract",2022,"proportion"
"51059440600","At-Risk Medium SNAP proportion",0.0574564803801497,"tract",2022,"proportion"
"51059440600","Food Insecure SNAP proportion",0.168908394610849,"tract",2022,"proportion"
"51059440600","Food Secure SNAP proportion",0.589096016077068,"tract",2022,"proportion"
"51059440701","At-Risk High SNAP households",7,"tract",2022,"count"
"51059440701","At-Risk Low SNAP households",44,"tract",2022,"count"
"51059440701","At-Risk Medium SNAP households",22,"tract",2022,"count"
"51059440701","Food Insecure SNAP households",70,"tract",2022,"count"
"51059440701","Food Secure SNAP households",780,"tract",2022,"count"
"51059440701","At-Risk High SNAP proportion",0.00768030369140945,"tract",2022,"proportion"
"51059440701","At-Risk Low SNAP proportion",0.0478137048902651,"tract",2022,"proportion"
"51059440701","At-Risk Medium SNAP proportion",0.0235579639446426,"tract",2022,"proportion"
"51059440701","Food Insecure SNAP proportion",0.0760709793362161,"tract",2022,"proportion"
"51059440701","Food Secure SNAP proportion",0.844877048137467,"tract",2022,"proportion"
"51059440702","At-Risk High SNAP households",42,"tract",2022,"count"
"51059440702","At-Risk Low SNAP households",114,"tract",2022,"count"
"51059440702","At-Risk Medium SNAP households",75,"tract",2022,"count"
"51059440702","Food Insecure SNAP households",91,"tract",2022,"count"
"51059440702","Food Secure SNAP households",1446,"tract",2022,"count"
"51059440702","At-Risk High SNAP proportion",0.0237212543210774,"tract",2022,"proportion"
"51059440702","At-Risk Low SNAP proportion",0.0644534391617231,"tract",2022,"proportion"
"51059440702","At-Risk Medium SNAP proportion",0.0426247182807015,"tract",2022,"proportion"
"51059440702","Food Insecure SNAP proportion",0.0515708998660861,"tract",2022,"proportion"
"51059440702","Food Secure SNAP proportion",0.817629688370412,"tract",2022,"proportion"
"51059440800","At-Risk High SNAP households",60,"tract",2022,"count"
"51059440800","At-Risk Low SNAP households",130,"tract",2022,"count"
"51059440800","At-Risk Medium SNAP households",63,"tract",2022,"count"
"51059440800","Food Insecure SNAP households",386,"tract",2022,"count"
"51059440800","Food Secure SNAP households",1429,"tract",2022,"count"
"51059440800","At-Risk High SNAP proportion",0.0289382101349791,"tract",2022,"proportion"
"51059440800","At-Risk Low SNAP proportion",0.0629434470205915,"tract",2022,"proportion"
"51059440800","At-Risk Medium SNAP proportion",0.0304350391553221,"tract",2022,"proportion"
"51059440800","Food Insecure SNAP proportion",0.18656345755955,"tract",2022,"proportion"
"51059440800","Food Secure SNAP proportion",0.691119846129557,"tract",2022,"proportion"
"51059450100","At-Risk High SNAP households",98,"tract",2022,"count"
"51059450100","At-Risk Low SNAP households",250,"tract",2022,"count"
"51059450100","At-Risk Medium SNAP households",71,"tract",2022,"count"
"51059450100","Food Insecure SNAP households",414,"tract",2022,"count"
"51059450100","Food Secure SNAP households",1333,"tract",2022,"count"
"51059450100","At-Risk High SNAP proportion",0.0450170350280507,"tract",2022,"proportion"
"51059450100","At-Risk Low SNAP proportion",0.115372447057562,"tract",2022,"proportion"
"51059450100","At-Risk Medium SNAP proportion",0.0329765234593937,"tract",2022,"proportion"
"51059450100","Food Insecure SNAP proportion",0.191273360379377,"tract",2022,"proportion"
"51059450100","Food Secure SNAP proportion",0.615360634075616,"tract",2022,"proportion"
"51059450200","At-Risk High SNAP households",32,"tract",2022,"count"
"51059450200","At-Risk Low SNAP households",155,"tract",2022,"count"
"51059450200","At-Risk Medium SNAP households",71,"tract",2022,"count"
"51059450200","Food Insecure SNAP households",297,"tract",2022,"count"
"51059450200","Food Secure SNAP households",795,"tract",2022,"count"
"51059450200","At-Risk High SNAP proportion",0.0239929640638224,"tract",2022,"proportion"
"51059450200","At-Risk Low SNAP proportion",0.11464939119386,"tract",2022,"proportion"
"51059450200","At-Risk Medium SNAP proportion",0.0527169048967907,"tract",2022,"proportion"
"51059450200","Food Insecure SNAP proportion",0.219755937378434,"tract",2022,"proportion"
"51059450200","Food Secure SNAP proportion",0.588884802467093,"tract",2022,"proportion"
"51059450300","At-Risk High SNAP households",30,"tract",2022,"count"
"51059450300","At-Risk Low SNAP households",166,"tract",2022,"count"
"51059450300","At-Risk Medium SNAP households",59,"tract",2022,"count"
"51059450300","Food Insecure SNAP households",266,"tract",2022,"count"
"51059450300","Food Secure SNAP households",1408,"tract",2022,"count"
"51059450300","At-Risk High SNAP proportion",0.0156968573222508,"tract",2022,"proportion"
"51059450300","At-Risk Low SNAP proportion",0.0861306201922603,"tract",2022,"proportion"
"51059450300","At-Risk Medium SNAP proportion",0.0303455560475644,"tract",2022,"proportion"
"51059450300","Food Insecure SNAP proportion",0.137686733346358,"tract",2022,"proportion"
"51059450300","Food Secure SNAP proportion",0.730140233091566,"tract",2022,"proportion"
"51059450400","At-Risk High SNAP households",34,"tract",2022,"count"
"51059450400","At-Risk Low SNAP households",54,"tract",2022,"count"
"51059450400","At-Risk Medium SNAP households",22,"tract",2022,"count"
"51059450400","Food Insecure SNAP households",114,"tract",2022,"count"
"51059450400","Food Secure SNAP households",721,"tract",2022,"count"
"51059450400","At-Risk High SNAP proportion",0.0360498271400008,"tract",2022,"proportion"
"51059450400","At-Risk Low SNAP proportion",0.0568618979991328,"tract",2022,"proportion"
"51059450400","At-Risk Medium SNAP proportion",0.0233377956795241,"tract",2022,"proportion"
"51059450400","Food Insecure SNAP proportion",0.120880524566246,"tract",2022,"proportion"
"51059450400","Food Secure SNAP proportion",0.762869954615097,"tract",2022,"proportion"
"51059450500","At-Risk High SNAP households",31,"tract",2022,"count"
"51059450500","At-Risk Low SNAP households",96,"tract",2022,"count"
"51059450500","At-Risk Medium SNAP households",49,"tract",2022,"count"
"51059450500","Food Insecure SNAP households",167,"tract",2022,"count"
"51059450500","Food Secure SNAP households",524,"tract",2022,"count"
"51059450500","At-Risk High SNAP proportion",0.0358589376159595,"tract",2022,"proportion"
"51059450500","At-Risk Low SNAP proportion",0.11107375442963,"tract",2022,"proportion"
"51059450500","At-Risk Medium SNAP proportion",0.0559500646234146,"tract",2022,"proportion"
"51059450500","Food Insecure SNAP proportion",0.193088102770983,"tract",2022,"proportion"
"51059450500","Food Secure SNAP proportion",0.604029140560012,"tract",2022,"proportion"
"51059450601","At-Risk High SNAP households",14,"tract",2022,"count"
"51059450601","At-Risk Low SNAP households",80,"tract",2022,"count"
"51059450601","At-Risk Medium SNAP households",59,"tract",2022,"count"
"51059450601","Food Insecure SNAP households",159,"tract",2022,"count"
"51059450601","Food Secure SNAP households",1078,"tract",2022,"count"
"51059450601","At-Risk High SNAP proportion",0.0104032989274216,"tract",2022,"proportion"
"51059450601","At-Risk Low SNAP proportion",0.0575142045418324,"tract",2022,"proportion"
"51059450601","At-Risk Medium SNAP proportion",0.0425360559349753,"tract",2022,"proportion"
"51059450601","Food Insecure SNAP proportion",0.114284368331565,"tract",2022,"proportion"
"51059450601","Food Secure SNAP proportion",0.775262072264206,"tract",2022,"proportion"
"51059450602","At-Risk High SNAP households",100,"tract",2022,"count"
"51059450602","At-Risk Low SNAP households",125,"tract",2022,"count"
"51059450602","At-Risk Medium SNAP households",76,"tract",2022,"count"
"51059450602","Food Insecure SNAP households",466,"tract",2022,"count"
"51059450602","Food Secure SNAP households",1072,"tract",2022,"count"
"51059450602","At-Risk High SNAP proportion",0.0544907188505541,"tract",2022,"proportion"
"51059450602","At-Risk Low SNAP proportion",0.0679953424638993,"tract",2022,"proportion"
"51059450602","At-Risk Medium SNAP proportion",0.0415139517163122,"tract",2022,"proportion"
"51059450602","Food Insecure SNAP proportion",0.253306713101709,"tract",2022,"proportion"
"51059450602","Food Secure SNAP proportion",0.582693273867525,"tract",2022,"proportion"
"51059450701","At-Risk High SNAP households",27,"tract",2022,"count"
"51059450701","At-Risk Low SNAP households",55,"tract",2022,"count"
"51059450701","At-Risk Medium SNAP households",22,"tract",2022,"count"
"51059450701","Food Insecure SNAP households",95,"tract",2022,"count"
"51059450701","Food Secure SNAP households",736,"tract",2022,"count"
"51059450701","At-Risk High SNAP proportion",0.0288791924517896,"tract",2022,"proportion"
"51059450701","At-Risk Low SNAP proportion",0.0591720327343181,"tract",2022,"proportion"
"51059450701","At-Risk Medium SNAP proportion",0.0234472979392673,"tract",2022,"proportion"
"51059450701","Food Insecure SNAP proportion",0.101956854170367,"tract",2022,"proportion"
"51059450701","Food Secure SNAP proportion",0.786544622704258,"tract",2022,"proportion"
"51059450702","At-Risk High SNAP households",80,"tract",2022,"count"
"51059450702","At-Risk Low SNAP households",144,"tract",2022,"count"
"51059450702","At-Risk Medium SNAP households",71,"tract",2022,"count"
"51059450702","Food Insecure SNAP households",553,"tract",2022,"count"
"51059450702","Food Secure SNAP households",591,"tract",2022,"count"
"51059450702","At-Risk High SNAP proportion",0.055567846738103,"tract",2022,"proportion"
"51059450702","At-Risk Low SNAP proportion",0.0999819572737393,"tract",2022,"proportion"
"51059450702","At-Risk Medium SNAP proportion",0.0491072995411864,"tract",2022,"proportion"
"51059450702","Food Insecure SNAP proportion",0.384494592107867,"tract",2022,"proportion"
"51059450702","Food Secure SNAP proportion",0.410848304339104,"tract",2022,"proportion"
"51059450800","At-Risk High SNAP households",33,"tract",2022,"count"
"51059450800","At-Risk Low SNAP households",106,"tract",2022,"count"
"51059450800","At-Risk Medium SNAP households",45,"tract",2022,"count"
"51059450800","Food Insecure SNAP households",219,"tract",2022,"count"
"51059450800","Food Secure SNAP households",848,"tract",2022,"count"
"51059450800","At-Risk High SNAP proportion",0.026476662710422,"tract",2022,"proportion"
"51059450800","At-Risk Low SNAP proportion",0.0845597745757217,"tract",2022,"proportion"
"51059450800","At-Risk Medium SNAP proportion",0.0361712291105904,"tract",2022,"proportion"
"51059450800","Food Insecure SNAP proportion",0.175202499114618,"tract",2022,"proportion"
"51059450800","Food Secure SNAP proportion",0.677589834488648,"tract",2022,"proportion"
"51059450900","At-Risk High SNAP households",14,"tract",2022,"count"
"51059450900","At-Risk Low SNAP households",46,"tract",2022,"count"
"51059450900","At-Risk Medium SNAP households",15,"tract",2022,"count"
"51059450900","Food Insecure SNAP households",63,"tract",2022,"count"
"51059450900","Food Secure SNAP households",477,"tract",2022,"count"
"51059450900","At-Risk High SNAP proportion",0.0229862841212973,"tract",2022,"proportion"
"51059450900","At-Risk Low SNAP proportion",0.0745696108465921,"tract",2022,"proportion"
"51059450900","At-Risk Medium SNAP proportion",0.0247298295369928,"tract",2022,"proportion"
"51059450900","Food Insecure SNAP proportion",0.102243778931627,"tract",2022,"proportion"
"51059450900","Food Secure SNAP proportion",0.775470496563491,"tract",2022,"proportion"
"51059451000","At-Risk High SNAP households",11,"tract",2022,"count"
"51059451000","At-Risk Low SNAP households",51,"tract",2022,"count"
"51059451000","At-Risk Medium SNAP households",50,"tract",2022,"count"
"51059451000","Food Insecure SNAP households",183,"tract",2022,"count"
"51059451000","Food Secure SNAP households",683,"tract",2022,"count"
"51059451000","At-Risk High SNAP proportion",0.0108420371673793,"tract",2022,"proportion"
"51059451000","At-Risk Low SNAP proportion",0.0518599022147853,"tract",2022,"proportion"
"51059451000","At-Risk Medium SNAP proportion",0.050725052047724,"tract",2022,"proportion"
"51059451000","Food Insecure SNAP proportion",0.187025763522741,"tract",2022,"proportion"
"51059451000","Food Secure SNAP proportion",0.69954724504737,"tract",2022,"proportion"
"51059451100","At-Risk High SNAP households",21,"tract",2022,"count"
"51059451100","At-Risk Low SNAP households",42,"tract",2022,"count"
"51059451100","At-Risk Medium SNAP households",24,"tract",2022,"count"
"51059451100","Food Insecure SNAP households",51,"tract",2022,"count"
"51059451100","Food Secure SNAP households",674,"tract",2022,"count"
"51059451100","At-Risk High SNAP proportion",0.0259765446858656,"tract",2022,"proportion"
"51059451100","At-Risk Low SNAP proportion",0.0516131853864574,"tract",2022,"proportion"
"51059451100","At-Risk Medium SNAP proportion",0.0292039580727277,"tract",2022,"proportion"
"51059451100","Food Insecure SNAP proportion",0.0630280292715677,"tract",2022,"proportion"
"51059451100","Food Secure SNAP proportion",0.830178282583382,"tract",2022,"proportion"
"51059451200","At-Risk High SNAP households",8,"tract",2022,"count"
"51059451200","At-Risk Low SNAP households",22,"tract",2022,"count"
"51059451200","At-Risk Medium SNAP households",17,"tract",2022,"count"
"51059451200","Food Insecure SNAP households",34,"tract",2022,"count"
"51059451200","Food Secure SNAP households",541,"tract",2022,"count"
"51059451200","At-Risk High SNAP proportion",0.0121089490868368,"tract",2022,"proportion"
"51059451200","At-Risk Low SNAP proportion",0.0351593934837165,"tract",2022,"proportion"
"51059451200","At-Risk Medium SNAP proportion",0.0278572756333071,"tract",2022,"proportion"
"51059451200","Food Insecure SNAP proportion",0.0553280623372536,"tract",2022,"proportion"
"51059451200","Food Secure SNAP proportion",0.869546319458886,"tract",2022,"proportion"
"51059451300","At-Risk High SNAP households",14,"tract",2022,"count"
"51059451300","At-Risk Low SNAP households",48,"tract",2022,"count"
"51059451300","At-Risk Medium SNAP households",21,"tract",2022,"count"
"51059451300","Food Insecure SNAP households",108,"tract",2022,"count"
"51059451300","Food Secure SNAP households",700,"tract",2022,"count"
"51059451300","At-Risk High SNAP proportion",0.0157786053637257,"tract",2022,"proportion"
"51059451300","At-Risk Low SNAP proportion",0.0534422536565629,"tract",2022,"proportion"
"51059451300","At-Risk Medium SNAP proportion",0.0234198853483806,"tract",2022,"proportion"
"51059451300","Food Insecure SNAP proportion",0.120843255025226,"tract",2022,"proportion"
"51059451300","Food Secure SNAP proportion",0.786516000606104,"tract",2022,"proportion"
"51059451400","At-Risk High SNAP households",114,"tract",2022,"count"
"51059451400","At-Risk Low SNAP households",74,"tract",2022,"count"
"51059451400","At-Risk Medium SNAP households",71,"tract",2022,"count"
"51059451400","Food Insecure SNAP households",595,"tract",2022,"count"
"51059451400","Food Secure SNAP households",451,"tract",2022,"count"
"51059451400","At-Risk High SNAP proportion",0.0873648511892051,"tract",2022,"proportion"
"51059451400","At-Risk Low SNAP proportion",0.0564329511368895,"tract",2022,"proportion"
"51059451400","At-Risk Medium SNAP proportion",0.0547087088563599,"tract",2022,"proportion"
