geoid,access_care_quintile,access_care_level,region_name,region_type
51710004600,3,Average,"Census Tract 46, Norfolk city, Virginia",tract
51710004700,3,Average,"Census Tract 47, Norfolk city, Virginia",tract
51710004800,3,Average,"Census Tract 48, Norfolk city, Virginia",tract
51710004900,3,Average,"Census Tract 49, Norfolk city, Virginia",tract
51710005000,3,Average,"Census Tract 50, Norfolk city, Virginia",tract
51710005100,3,Average,"Census Tract 51, Norfolk city, Virginia",tract
51710005601,3,Average,"Census Tract 56.01, Norfolk city, Virginia",tract
51710005602,3,Average,"Census Tract 56.02, Norfolk city, Virginia",tract
51710005701,3,Average,"Census Tract 57.01, Norfolk city, Virginia",tract
51710005702,3,Average,"Census Tract 57.02, Norfolk city, Virginia",tract
51710005800,3,Average,"Census Tract 58, Norfolk city, Virginia",tract
51710005901,3,Average,"Census Tract 59.01, Norfolk city, Virginia",tract
51710005902,3,Average,"Census Tract 59.02, Norfolk city, Virginia",tract
51710005903,3,Average,"Census Tract 59.03, Norfolk city, Virginia",tract
51710006000,3,Average,"Census Tract 60, Norfolk city, Virginia",tract
51710006100,3,Average,"Census Tract 61, Norfolk city, Virginia",tract
51710006200,3,Average,"Census Tract 62, Norfolk city, Virginia",tract
51710980200,3,Average,"Census Tract 9802, Norfolk city, Virginia",tract
51710006400,3,Average,"Census Tract 64, Norfolk city, Virginia",tract
51710006502,3,Average,"Census Tract 65.02, Norfolk city, Virginia",tract
51710006601,3,Average,"Census Tract 66.01, Norfolk city, Virginia",tract
51710006602,3,Average,"Census Tract 66.02, Norfolk city, Virginia",tract
51710006603,3,Average,"Census Tract 66.03, Norfolk city, Virginia",tract
51710006604,3,Average,"Census Tract 66.04, Norfolk city, Virginia",tract
51710006605,3,Average,"Census Tract 66.05, Norfolk city, Virginia",tract
51710006606,3,Average,"Census Tract 66.06, Norfolk city, Virginia",tract
51710006607,3,Average,"Census Tract 66.07, Norfolk city, Virginia",tract
51710980300,3,Average,"Census Tract 9803, Norfolk city, Virginia",tract
51710006800,3,Average,"Census Tract 68, Norfolk city, Virginia",tract
51710006901,3,Average,"Census Tract 69.01, Norfolk city, Virginia",tract
51710006902,3,Average,"Census Tract 69.02, Norfolk city, Virginia",tract
51710007001,3,Average,"Census Tract 70.01, Norfolk city, Virginia",tract
51710007002,3,Average,"Census Tract 70.02, Norfolk city, Virginia",tract
51710006501,3,Average,"Census Tract 65.01, Norfolk city, Virginia",tract
51710002200,3,Average,"Census Tract 22, Norfolk city, Virginia",tract
51710001200,3,Average,"Census Tract 12, Norfolk city, Virginia",tract
51710001300,3,Average,"Census Tract 13, Norfolk city, Virginia",tract
51710001400,3,Average,"Census Tract 14, Norfolk city, Virginia",tract
51710001500,3,Average,"Census Tract 15, Norfolk city, Virginia",tract
51710000100,3,Average,"Census Tract 1, Norfolk city, Virginia",tract
51710001600,3,Average,"Census Tract 16, Norfolk city, Virginia",tract
51710001700,3,Average,"Census Tract 17, Norfolk city, Virginia",tract
51710002000,3,Average,"Census Tract 20, Norfolk city, Virginia",tract
51710002100,3,Average,"Census Tract 21, Norfolk city, Virginia",tract
51710002300,3,Average,"Census Tract 23, Norfolk city, Virginia",tract
51710002400,3,Average,"Census Tract 24, Norfolk city, Virginia",tract
51710002500,3,Average,"Census Tract 25, Norfolk city, Virginia",tract
51710002600,3,Average,"Census Tract 26, Norfolk city, Virginia",tract
51710002700,3,Average,"Census Tract 27, Norfolk city, Virginia",tract
51710002800,3,Average,"Census Tract 28, Norfolk city, Virginia",tract
51710002900,3,Average,"Census Tract 29, Norfolk city, Virginia",tract
51710003000,3,Average,"Census Tract 30, Norfolk city, Virginia",tract
51710003100,3,Average,"Census Tract 31, Norfolk city, Virginia",tract
51710003200,3,Average,"Census Tract 32, Norfolk city, Virginia",tract
51710003300,3,Average,"Census Tract 33, Norfolk city, Virginia",tract
51710003400,3,Average,"Census Tract 34, Norfolk city, Virginia",tract
51710003501,3,Average,"Census Tract 35.01, Norfolk city, Virginia",tract
51710003600,3,Average,"Census Tract 36, Norfolk city, Virginia",tract
51710003700,3,Average,"Census Tract 37, Norfolk city, Virginia",tract
51710003800,3,Average,"Census Tract 38, Norfolk city, Virginia",tract
51710005500,4,High,"Census Tract 55, Norfolk city, Virginia",tract
51710000901,4,High,"Census Tract 9.01, Norfolk city, Virginia",tract
51710001100,4,High,"Census Tract 11, Norfolk city, Virginia",tract
51710000201,4,High,"Census Tract 2.01, Norfolk city, Virginia",tract
51710000202,4,High,"Census Tract 2.02, Norfolk city, Virginia",tract
51710000300,4,High,"Census Tract 3, Norfolk city, Virginia",tract
51710000400,4,High,"Census Tract 4, Norfolk city, Virginia",tract
51710000500,4,High,"Census Tract 5, Norfolk city, Virginia",tract
51710000600,4,High,"Census Tract 6, Norfolk city, Virginia",tract
51710000700,4,High,"Census Tract 7, Norfolk city, Virginia",tract
51710000800,4,High,"Census Tract 8, Norfolk city, Virginia",tract
51131930300,2,Low,"Census Tract 9303, Northampton County, Virginia",tract
51131930100,2,Low,"Census Tract 9301, Northampton County, Virginia",tract
51131930200,2,Low,"Census Tract 9302, Northampton County, Virginia",tract
51133020200,1,Very Low,"Census Tract 202, Northumberland County, Virginia",tract
51133020300,1,Very Low,"Census Tract 203, Northumberland County, Virginia",tract
51133020100,2,Low,"Census Tract 201, Northumberland County, Virginia",tract
51720960100,2,Low,"Census Tract 9601, Norton city, Virginia",tract
51135000200,1,Very Low,"Census Tract 2, Nottoway County, Virginia",tract
51135000300,1,Very Low,"Census Tract 3, Nottoway County, Virginia",tract
51135000100,1,Very Low,"Census Tract 1, Nottoway County, Virginia",tract
51135980100,1,Very Low,"Census Tract 9801, Nottoway County, Virginia",tract
51137110102,1,Very Low,"Census Tract 1101.02, Orange County, Virginia",tract
51137110104,1,Very Low,"Census Tract 1101.04, Orange County, Virginia",tract
51137110200,2,Low,"Census Tract 1102, Orange County, Virginia",tract
51137110103,2,Low,"Census Tract 1101.03, Orange County, Virginia",tract
51137110300,5,Very High,"Census Tract 1103, Orange County, Virginia",tract
51139030200,1,Very Low,"Census Tract 302, Page County, Virginia",tract
51139030300,1,Very Low,"Census Tract 303, Page County, Virginia",tract
51139030100,1,Very Low,"Census Tract 301, Page County, Virginia",tract
51139030400,1,Very Low,"Census Tract 304, Page County, Virginia",tract
51139030500,2,Low,"Census Tract 305, Page County, Virginia",tract
51141030100,1,Very Low,"Census Tract 301, Patrick County, Virginia",tract
51141030200,1,Very Low,"Census Tract 302, Patrick County, Virginia",tract
51141030301,1,Very Low,"Census Tract 303.01, Patrick County, Virginia",tract
51141030302,1,Very Low,"Census Tract 303.02, Patrick County, Virginia",tract
51730810300,1,Very Low,"Census Tract 8103, Petersburg city, Virginia",tract
51730810900,2,Low,"Census Tract 8109, Petersburg city, Virginia",tract
51730811000,2,Low,"Census Tract 8110, Petersburg city, Virginia",tract
51730811100,2,Low,"Census Tract 8111, Petersburg city, Virginia",tract
51730811200,2,Low,"Census Tract 8112, Petersburg city, Virginia",tract
51730810100,3,Average,"Census Tract 8101, Petersburg city, Virginia",tract
51730811300,3,Average,"Census Tract 8113, Petersburg city, Virginia",tract
51730810400,3,Average,"Census Tract 8104, Petersburg city, Virginia",tract
51730810500,3,Average,"Census Tract 8105, Petersburg city, Virginia",tract
51730810600,3,Average,"Census Tract 8106, Petersburg city, Virginia",tract
51730810700,3,Average,"Census Tract 8107, Petersburg city, Virginia",tract
51143011400,1,Very Low,"Census Tract 114, Pittsylvania County, Virginia",tract
51143011200,1,Very Low,"Census Tract 112, Pittsylvania County, Virginia",tract
51143010100,2,Low,"Census Tract 101, Pittsylvania County, Virginia",tract
51143010500,2,Low,"Census Tract 105, Pittsylvania County, Virginia",tract
51143010600,2,Low,"Census Tract 106, Pittsylvania County, Virginia",tract
51143011300,2,Low,"Census Tract 113, Pittsylvania County, Virginia",tract
51143010900,2,Low,"Census Tract 109, Pittsylvania County, Virginia",tract
51143010300,2,Low,"Census Tract 103, Pittsylvania County, Virginia",tract
51143010200,2,Low,"Census Tract 102, Pittsylvania County, Virginia",tract
51143010801,2,Low,"Census Tract 108.01, Pittsylvania County, Virginia",tract
51143011002,3,Average,"Census Tract 110.02, Pittsylvania County, Virginia",tract
51143011100,4,High,"Census Tract 111, Pittsylvania County, Virginia",tract
51143011001,4,High,"Census Tract 110.01, Pittsylvania County, Virginia",tract
51143010700,5,Very High,"Census Tract 107, Pittsylvania County, Virginia",tract
51143010400,5,Very High,"Census Tract 104, Pittsylvania County, Virginia",tract
51143010802,5,Very High,"Census Tract 108.02, Pittsylvania County, Virginia",tract
51735340100,4,High,"Census Tract 3401, Poquoson city, Virginia",tract
51735340200,4,High,"Census Tract 3402, Poquoson city, Virginia",tract
51735340300,5,Very High,"Census Tract 3403, Poquoson city, Virginia",tract
51740210200,3,Average,"Census Tract 2102, Portsmouth city, Virginia",tract
51740210300,3,Average,"Census Tract 2103, Portsmouth city, Virginia",tract
51740210400,3,Average,"Census Tract 2104, Portsmouth city, Virginia",tract
51740210500,3,Average,"Census Tract 2105, Portsmouth city, Virginia",tract
51740210600,3,Average,"Census Tract 2106, Portsmouth city, Virginia",tract
51740210900,3,Average,"Census Tract 2109, Portsmouth city, Virginia",tract
51740211100,3,Average,"Census Tract 2111, Portsmouth city, Virginia",tract
51740211400,3,Average,"Census Tract 2114, Portsmouth city, Virginia",tract
51740211500,3,Average,"Census Tract 2115, Portsmouth city, Virginia",tract
51740211600,3,Average,"Census Tract 2116, Portsmouth city, Virginia",tract
51740212500,3,Average,"Census Tract 2125, Portsmouth city, Virginia",tract
51740212600,3,Average,"Census Tract 2126, Portsmouth city, Virginia",tract
51740212701,3,Average,"Census Tract 2127.01, Portsmouth city, Virginia",tract
51740212702,3,Average,"Census Tract 2127.02, Portsmouth city, Virginia",tract
51740212900,3,Average,"Census Tract 2129, Portsmouth city, Virginia",tract
51740211700,3,Average,"Census Tract 2117, Portsmouth city, Virginia",tract
51740211800,3,Average,"Census Tract 2118, Portsmouth city, Virginia",tract
51740211900,3,Average,"Census Tract 2119, Portsmouth city, Virginia",tract
51740212000,3,Average,"Census Tract 2120, Portsmouth city, Virginia",tract
51740212100,3,Average,"Census Tract 2121, Portsmouth city, Virginia",tract
51740980100,3,Average,"Census Tract 9801, Portsmouth city, Virginia",tract
51740212300,3,Average,"Census Tract 2123, Portsmouth city, Virginia",tract
51740212400,3,Average,"Census Tract 2124, Portsmouth city, Virginia",tract
51740213002,3,Average,"Census Tract 2130.02, Portsmouth city, Virginia",tract
51740213001,3,Average,"Census Tract 2130.01, Portsmouth city, Virginia",tract
51740212802,3,Average,"Census Tract 2128.02, Portsmouth city, Virginia",tract
51740212801,3,Average,"Census Tract 2128.01, Portsmouth city, Virginia",tract
51740213200,3,Average,"Census Tract 2132, Portsmouth city, Virginia",tract
51740213101,4,High,"Census Tract 2131.01, Portsmouth city, Virginia",tract
51740213103,4,High,"Census Tract 2131.03, Portsmouth city, Virginia",tract
51740213104,4,High,"Census Tract 2131.04, Portsmouth city, Virginia",tract
51145500200,1,Very Low,"Census Tract 5002, Powhatan County, Virginia",tract
51145500400,1,Very Low,"Census Tract 5004, Powhatan County, Virginia",tract
51145500102,2,Low,"Census Tract 5001.02, Powhatan County, Virginia",tract
51145500300,2,Low,"Census Tract 5003, Powhatan County, Virginia",tract
51145500101,3,Average,"Census Tract 5001.01, Powhatan County, Virginia",tract
51147930100,1,Very Low,"Census Tract 9301, Prince Edward County, Virginia",tract
51147930202,1,Very Low,"Census Tract 9302.02, Prince Edward County, Virginia",tract
51147930300,1,Very Low,"Census Tract 9303, Prince Edward County, Virginia",tract
51147930203,1,Very Low,"Census Tract 9302.03, Prince Edward County, Virginia",tract
51147930201,1,Very Low,"Census Tract 9302.01, Prince Edward County, Virginia",tract
51149850400,1,Very Low,"Census Tract 8504, Prince George County, Virginia",tract
51149850502,1,Very Low,"Census Tract 8505.02, Prince George County, Virginia",tract
51149850501,1,Very Low,"Census Tract 8505.01, Prince George County, Virginia",tract
51149850200,2,Low,"Census Tract 8502, Prince George County, Virginia",tract
51149850301,2,Low,"Census Tract 8503.01, Prince George County, Virginia",tract
51149850302,2,Low,"Census Tract 8503.02, Prince George County, Virginia",tract
51149850100,4,High,"Census Tract 8501, Prince George County, Virginia",tract
51153900201,1,Very Low,"Census Tract 9002.01, Prince William County, Virginia",tract
51153901416,1,Very Low,"Census Tract 9014.16, Prince William County, Virginia",tract
51153901407,1,Very Low,"Census Tract 9014.07, Prince William County, Virginia",tract
51153901509,1,Very Low,"Census Tract 9015.09, Prince William County, Virginia",tract
51153901412,2,Low,"Census Tract 9014.12, Prince William County, Virginia",tract
51153901507,2,Low,"Census Tract 9015.07, Prince William County, Virginia",tract
51153901504,2,Low,"Census Tract 9015.04, Prince William County, Virginia",tract
51153901503,2,Low,"Census Tract 9015.03, Prince William County, Virginia",tract
51153901414,2,Low,"Census Tract 9014.14, Prince William County, Virginia",tract
51153901413,2,Low,"Census Tract 9014.13, Prince William County, Virginia",tract
51153901411,2,Low,"Census Tract 9014.11, Prince William County, Virginia",tract
51153901511,2,Low,"Census Tract 9015.11, Prince William County, Virginia",tract
51153901505,2,Low,"Census Tract 9015.05, Prince William County, Virginia",tract
51153901510,2,Low,"Census Tract 9015.10, Prince William County, Virginia",tract
51153901508,2,Low,"Census Tract 9015.08, Prince William County, Virginia",tract
51153901506,2,Low,"Census Tract 9015.06, Prince William County, Virginia",tract
51153901415,3,Average,"Census Tract 9014.15, Prince William County, Virginia",tract
51153901410,4,High,"Census Tract 9014.10, Prince William County, Virginia",tract
51153901409,4,High,"Census Tract 9014.09, Prince William County, Virginia",tract
51153901005,5,Very High,"Census Tract 9010.05, Prince William County, Virginia",tract
51153900901,5,Very High,"Census Tract 9009.01, Prince William County, Virginia",tract
51153901221,5,Very High,"Census Tract 9012.21, Prince William County, Virginia",tract
51153901223,5,Very High,"Census Tract 9012.23, Prince William County, Virginia",tract
51153901211,5,Very High,"Census Tract 9012.11, Prince William County, Virginia",tract
51153901203,5,Very High,"Census Tract 9012.03, Prince William County, Virginia",tract
51153900404,5,Very High,"Census Tract 9004.04, Prince William County, Virginia",tract
51153901008,5,Very High,"Census Tract 9010.08, Prince William County, Virginia",tract
51153900300,5,Very High,"Census Tract 9003, Prince William County, Virginia",tract
51153901208,5,Very High,"Census Tract 9012.08, Prince William County, Virginia",tract
51153901222,5,Very High,"Census Tract 9012.22, Prince William County, Virginia",tract
51153900600,5,Very High,"Census Tract 9006, Prince William County, Virginia",tract
51153900100,5,Very High,"Census Tract 9001, Prince William County, Virginia",tract
51153901100,5,Very High,"Census Tract 9011, Prince William County, Virginia",tract
51153901702,5,Very High,"Census Tract 9017.02, Prince William County, Virginia",tract
51153901701,5,Very High,"Census Tract 9017.01, Prince William County, Virginia",tract
51153900403,5,Very High,"Census Tract 9004.03, Prince William County, Virginia",tract
51153901900,5,Very High,"Census Tract 9019, Prince William County, Virginia",tract
51153901219,5,Very High,"Census Tract 9012.19, Prince William County, Virginia",tract
51153901209,5,Very High,"Census Tract 9012.09, Prince William County, Virginia",tract
51153901602,5,Very High,"Census Tract 9016.02, Prince William County, Virginia",tract
51153901601,5,Very High,"Census Tract 9016.01, Prince William County, Virginia",tract
51153901403,5,Very High,"Census Tract 9014.03, Prince William County, Virginia",tract
51153900702,5,Very High,"Census Tract 9007.02, Prince William County, Virginia",tract
51153900801,5,Very High,"Census Tract 9008.01, Prince William County, Virginia",tract
51153900202,5,Very High,"Census Tract 9002.02, Prince William County, Virginia",tract
51153900203,5,Very High,"Census Tract 9002.03, Prince William County, Virginia",tract
51153900501,5,Very High,"Census Tract 9005.01, Prince William County, Virginia",tract
51153900502,5,Very High,"Census Tract 9005.02, Prince William County, Virginia",tract
51153900410,5,Very High,"Census Tract 9004.10, Prince William County, Virginia",tract
51153901011,5,Very High,"Census Tract 9010.11, Prince William County, Virginia",tract
51153900408,5,Very High,"Census Tract 9004.08, Prince William County, Virginia",tract
51153900409,5,Very High,"Census Tract 9004.09, Prince William County, Virginia",tract
51153900407,5,Very High,"Census Tract 9004.07, Prince William County, Virginia",tract
51153900904,5,Very High,"Census Tract 9009.04, Prince William County, Virginia",tract
51153900802,5,Very High,"Census Tract 9008.02, Prince William County, Virginia",tract
51153900905,5,Very High,"Census Tract 9009.05, Prince William County, Virginia",tract
51153901306,5,Very High,"Census Tract 9013.06, Prince William County, Virginia",tract
51153901012,5,Very High,"Census Tract 9010.12, Prince William County, Virginia",tract
51153901305,5,Very High,"Census Tract 9013.05, Prince William County, Virginia",tract
51153901417,5,Very High,"Census Tract 9014.17, Prince William County, Virginia",tract
51153901304,5,Very High,"Census Tract 9013.04, Prince William County, Virginia",tract
51153901232,5,Very High,"Census Tract 9012.32, Prince William County, Virginia",tract
51153901233,5,Very High,"Census Tract 9012.33, Prince William County, Virginia",tract
51153901231,5,Very High,"Census Tract 9012.31, Prince William County, Virginia",tract
51153901230,5,Very High,"Census Tract 9012.30, Prince William County, Virginia",tract
51153901009,5,Very High,"Census Tract 9010.09, Prince William County, Virginia",tract
51153901228,5,Very High,"Census Tract 9012.28, Prince William County, Virginia",tract
51153901010,5,Very High,"Census Tract 9010.10, Prince William County, Virginia",tract
51153901226,5,Very High,"Census Tract 9012.26, Prince William County, Virginia",tract
51153901236,5,Very High,"Census Tract 9012.36, Prince William County, Virginia",tract
51153901224,5,Very High,"Census Tract 9012.24, Prince William County, Virginia",tract
51153901227,5,Very High,"Census Tract 9012.27, Prince William County, Virginia",tract
51153901229,5,Very High,"Census Tract 9012.29, Prince William County, Virginia",tract
51153901234,5,Very High,"Census Tract 9012.34, Prince William County, Virginia",tract
51153901303,5,Very High,"Census Tract 9013.03, Prince William County, Virginia",tract
51153901235,5,Very High,"Census Tract 9012.35, Prince William County, Virginia",tract
51153901237,5,Very High,"Census Tract 9012.37, Prince William County, Virginia",tract
51153901225,5,Very High,"Census Tract 9012.25, Prince William County, Virginia",tract
51153901408,5,Very High,"Census Tract 9014.08, Prince William County, Virginia",tract
51153900701,5,Very High,"Census Tract 9007.01, Prince William County, Virginia",tract
51153901212,5,Very High,"Census Tract 9012.12, Prince William County, Virginia",tract
51153901001,5,Very High,"Census Tract 9010.01, Prince William County, Virginia",tract
51155210100,1,Very Low,"Census Tract 2101, Pulaski County, Virginia",tract
51155210600,1,Very Low,"Census Tract 2106, Pulaski County, Virginia",tract
51155210700,2,Low,"Census Tract 2107, Pulaski County, Virginia",tract
51155210500,2,Low,"Census Tract 2105, Pulaski County, Virginia",tract
51155210202,2,Low,"Census Tract 2102.02, Pulaski County, Virginia",tract
51155210400,5,Very High,"Census Tract 2104, Pulaski County, Virginia",tract
51155210201,5,Very High,"Census Tract 2102.01, Pulaski County, Virginia",tract
51155210300,5,Very High,"Census Tract 2103, Pulaski County, Virginia",tract
51750010200,1,Very Low,"Census Tract 102, Radford city, Virginia",tract
51750010102,1,Very Low,"Census Tract 101.02, Radford city, Virginia",tract
51750010101,1,Very Low,"Census Tract 101.01, Radford city, Virginia",tract
51157950200,1,Very Low,"Census Tract 9502, Rappahannock County, Virginia",tract
51157950100,5,Very High,"Census Tract 9501, Rappahannock County, Virginia",tract
51760050500,4,High,"Census Tract 505, Richmond city, Virginia",tract
51760021000,4,High,"Census Tract 210, Richmond city, Virginia",tract
51760021100,4,High,"Census Tract 211, Richmond city, Virginia",tract
51760071001,4,High,"Census Tract 710.01, Richmond city, Virginia",tract
51760070802,4,High,"Census Tract 708.02, Richmond city, Virginia",tract
51760010900,4,High,"Census Tract 109, Richmond city, Virginia",tract
51760020900,4,High,"Census Tract 209, Richmond city, Virginia",tract
51760071100,4,High,"Census Tract 711, Richmond city, Virginia",tract
51760071002,4,High,"Census Tract 710.02, Richmond city, Virginia",tract
51760010200,4,High,"Census Tract 102, Richmond city, Virginia",tract
51760010300,4,High,"Census Tract 103, Richmond city, Virginia",tract
51760010500,4,High,"Census Tract 105, Richmond city, Virginia",tract
51760010700,4,High,"Census Tract 107, Richmond city, Virginia",tract
51760010800,4,High,"Census Tract 108, Richmond city, Virginia",tract
51760040200,4,High,"Census Tract 402, Richmond city, Virginia",tract
51760041400,4,High,"Census Tract 414, Richmond city, Virginia",tract
51760060500,4,High,"Census Tract 605, Richmond city, Virginia",tract
51760070801,4,High,"Census Tract 708.01, Richmond city, Virginia",tract
51760060400,4,High,"Census Tract 604, Richmond city, Virginia",tract
51760070900,4,High,"Census Tract 709, Richmond city, Virginia",tract
51760060700,4,High,"Census Tract 607, Richmond city, Virginia",tract
51760010600,4,High,"Census Tract 106, Richmond city, Virginia",tract
51760011100,4,High,"Census Tract 111, Richmond city, Virginia",tract
51760040400,4,High,"Census Tract 404, Richmond city, Virginia",tract
51760011000,4,High,"Census Tract 110, Richmond city, Virginia",tract
51760030200,4,High,"Census Tract 302, Richmond city, Virginia",tract
51760040300,4,High,"Census Tract 403, Richmond city, Virginia",tract
51760041200,4,High,"Census Tract 412, Richmond city, Virginia",tract
51760030500,4,High,"Census Tract 305, Richmond city, Virginia",tract
51760030100,4,High,"Census Tract 301, Richmond city, Virginia",tract
51760020100,4,High,"Census Tract 201, Richmond city, Virginia",tract
51760020400,4,High,"Census Tract 204, Richmond city, Virginia",tract
51760020500,4,High,"Census Tract 205, Richmond city, Virginia",tract
51760020800,4,High,"Census Tract 208, Richmond city, Virginia",tract
51760020200,4,High,"Census Tract 202, Richmond city, Virginia",tract
51760020300,4,High,"Census Tract 203, Richmond city, Virginia",tract
51760020600,4,High,"Census Tract 206, Richmond city, Virginia",tract
51760020700,4,High,"Census Tract 207, Richmond city, Virginia",tract
51760060200,4,High,"Census Tract 602, Richmond city, Virginia",tract
51760060800,4,High,"Census Tract 608, Richmond city, Virginia",tract
51760060900,4,High,"Census Tract 609, Richmond city, Virginia",tract
51760021200,4,High,"Census Tract 212, Richmond city, Virginia",tract
51760010402,4,High,"Census Tract 104.02, Richmond city, Virginia",tract
51760010401,4,High,"Census Tract 104.01, Richmond city, Virginia",tract
51760061000,4,High,"Census Tract 610, Richmond city, Virginia",tract
51760070400,5,Very High,"Census Tract 704, Richmond city, Virginia",tract
51760070100,5,Very High,"Census Tract 701, Richmond city, Virginia",tract
51760050600,5,Very High,"Census Tract 506, Richmond city, Virginia",tract
51760070300,5,Very High,"Census Tract 703, Richmond city, Virginia",tract
51760050400,5,Very High,"Census Tract 504, Richmond city, Virginia",tract
51760070700,5,Very High,"Census Tract 707, Richmond city, Virginia",tract
51760050200,5,Very High,"Census Tract 502, Richmond city, Virginia",tract
51760050300,5,Very High,"Census Tract 503, Richmond city, Virginia",tract
51760050100,5,Very High,"Census Tract 501, Richmond city, Virginia",tract
51760041300,5,Very High,"Census Tract 413, Richmond city, Virginia",tract
51760041600,5,Very High,"Census Tract 416, Richmond city, Virginia",tract
51760060600,5,Very High,"Census Tract 606, Richmond city, Virginia",tract
51760040700,5,Very High,"Census Tract 407, Richmond city, Virginia",tract
51760040800,5,Very High,"Census Tract 408, Richmond city, Virginia",tract
51760040600,5,Very High,"Census Tract 406, Richmond city, Virginia",tract
51760040900,5,Very High,"Census Tract 409, Richmond city, Virginia",tract
51760041000,5,Very High,"Census Tract 410, Richmond city, Virginia",tract
51760040500,5,Very High,"Census Tract 405, Richmond city, Virginia",tract
51760041100,5,Very High,"Census Tract 411, Richmond city, Virginia",tract
51760070602,5,Very High,"Census Tract 706.02, Richmond city, Virginia",tract
51760070601,5,Very High,"Census Tract 706.01, Richmond city, Virginia",tract
51159040100,1,Very Low,"Census Tract 401, Richmond County, Virginia",tract
51159040200,2,Low,"Census Tract 402, Richmond County, Virginia",tract
51770000500,3,Average,"Census Tract 5, Roanoke city, Virginia",tract
51770000300,3,Average,"Census Tract 3, Roanoke city, Virginia",tract
51770001900,3,Average,"Census Tract 19, Roanoke city, Virginia",tract
51770001000,3,Average,"Census Tract 10, Roanoke city, Virginia",tract
51770001200,3,Average,"Census Tract 12, Roanoke city, Virginia",tract
51770000100,3,Average,"Census Tract 1, Roanoke city, Virginia",tract
51770001100,3,Average,"Census Tract 11, Roanoke city, Virginia",tract
51770001800,3,Average,"Census Tract 18, Roanoke city, Virginia",tract
51770002300,3,Average,"Census Tract 23, Roanoke city, Virginia",tract
51770002400,3,Average,"Census Tract 24, Roanoke city, Virginia",tract
51770000602,3,Average,"Census Tract 6.02, Roanoke city, Virginia",tract
51770002600,3,Average,"Census Tract 26, Roanoke city, Virginia",tract
51770000601,3,Average,"Census Tract 6.01, Roanoke city, Virginia",tract
51770002700,3,Average,"Census Tract 27, Roanoke city, Virginia",tract
51770002900,3,Average,"Census Tract 29, Roanoke city, Virginia",tract
51770002500,3,Average,"Census Tract 25, Roanoke city, Virginia",tract
51770003000,3,Average,"Census Tract 30, Roanoke city, Virginia",tract
51770002800,3,Average,"Census Tract 28, Roanoke city, Virginia",tract
51770000400,3,Average,"Census Tract 4, Roanoke city, Virginia",tract
51770003100,4,High,"Census Tract 31, Roanoke city, Virginia",tract
51770000900,4,High,"Census Tract 9, Roanoke city, Virginia",tract
51770002100,5,Very High,"Census Tract 21, Roanoke city, Virginia",tract
51770002200,5,Very High,"Census Tract 22, Roanoke city, Virginia",tract
51161031000,3,Average,"Census Tract 310, Roanoke County, Virginia",tract
51161030900,3,Average,"Census Tract 309, Roanoke County, Virginia",tract
51161031102,3,Average,"Census Tract 311.02, Roanoke County, Virginia",tract
51161031101,3,Average,"Census Tract 311.01, Roanoke County, Virginia",tract
51161031202,3,Average,"Census Tract 312.02, Roanoke County, Virginia",tract
51161031201,3,Average,"Census Tract 312.01, Roanoke County, Virginia",tract
51161030203,3,Average,"Census Tract 302.03, Roanoke County, Virginia",tract
51161030205,3,Average,"Census Tract 302.05, Roanoke County, Virginia",tract
51161030204,3,Average,"Census Tract 302.04, Roanoke County, Virginia",tract
51161030201,4,High,"Census Tract 302.01, Roanoke County, Virginia",tract
51161030500,5,Very High,"Census Tract 305, Roanoke County, Virginia",tract
51161030100,5,Very High,"Census Tract 301, Roanoke County, Virginia",tract
51161030600,5,Very High,"Census Tract 306, Roanoke County, Virginia",tract
51161030300,5,Very High,"Census Tract 303, Roanoke County, Virginia",tract
51161030702,5,Very High,"Census Tract 307.02, Roanoke County, Virginia",tract
51161030701,5,Very High,"Census Tract 307.01, Roanoke County, Virginia",tract
51161030801,5,Very High,"Census Tract 308.01, Roanoke County, Virginia",tract
51161030802,5,Very High,"Census Tract 308.02, Roanoke County, Virginia",tract
51163930100,1,Very Low,"Census Tract 9301, Rockbridge County, Virginia",tract
51163930200,1,Very Low,"Census Tract 9302, Rockbridge County, Virginia",tract
51163930300,2,Low,"Census Tract 9303, Rockbridge County, Virginia",tract
51163930400,2,Low,"Census Tract 9304, Rockbridge County, Virginia",tract
51165010400,1,Very Low,"Census Tract 104, Rockingham County, Virginia",tract
51165010700,1,Very Low,"Census Tract 107, Rockingham County, Virginia",tract
51165010800,1,Very Low,"Census Tract 108, Rockingham County, Virginia",tract
51165010900,1,Very Low,"Census Tract 109, Rockingham County, Virginia",tract
51165010100,1,Very Low,"Census Tract 101, Rockingham County, Virginia",tract
51165011000,1,Very Low,"Census Tract 110, Rockingham County, Virginia",tract
51165011100,2,Low,"Census Tract 111, Rockingham County, Virginia",tract
51165010600,2,Low,"Census Tract 106, Rockingham County, Virginia",tract
51165011400,3,Average,"Census Tract 114, Rockingham County, Virginia",tract
51165011200,3,Average,"Census Tract 112, Rockingham County, Virginia",tract
51165011500,3,Average,"Census Tract 115, Rockingham County, Virginia",tract
51165011600,3,Average,"Census Tract 116, Rockingham County, Virginia",tract
51165011700,3,Average,"Census Tract 117, Rockingham County, Virginia",tract
51165011800,4,High,"Census Tract 118, Rockingham County, Virginia",tract
